request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_212,9329725.12,not_affordable,not_recommended,none,,none,Do not proceed: no eligible plan keeps the IDR 29579800 minimum protected through the deadline.
request_213,3362.4,affordable_with_plan,installments,2026-01-21:1165.63|2026-02-20:1165.63|2026-03-22:1165.63,2026-01-07,stop:event_19518,Use the recommended installments plan; it keeps at least USD 2100 available.
request_214,69749.18,affordable_with_plan,installments,2024-12-04:36270|2025-01-01:36270,2024-12-15,none,Use the recommended installments plan; it keeps at least INR 174900 available.
request_215,29986,affordable_with_plan,installments,2025-05-09:10395.15|2025-06-06:10395.15|2025-07-04:10395.15,2025-05-06,stop:event_19761,Use the recommended installments plan; it keeps at least ZAR 15700 available.
request_216,710.77,affordable_later,wait,2026-09-13:3332.4,2026-09-13,none,"Wait until 2026-09-13, when USD 3332.4 can be paid while keeping the USD 1800 minimum."
request_217,23028.54,affordable_with_plan,installments,2024-03-19:12889.07|2024-04-19:12889.07|2024-05-20:12889.07,2024-03-15,none,Use the recommended installments plan; it keeps at least ZAR 26800 available.
request_218,29938519.37,affordable_with_plan,installments,2025-08-07:21195893.33|2025-09-04:21195893.33|2025-10-02:21195893.33,2025-08-14,none,Use the recommended installments plan; it keeps at least IDR 34477200 available.
request_219,0,not_affordable,not_recommended,none,,none,Do not proceed: no eligible plan keeps the EUR 1100 minimum protected through the deadline.
request_220,160.06,not_affordable,not_recommended,none,,none,Do not proceed: no eligible plan keeps the EUR 1100 minimum protected through the deadline.
request_221,109800,affordable_now,full_payment,2025-11-03:109800,2025-11-03,stop:event_20304,Pay INR 109800 today while keeping at least INR 81500 available.
request_222,34078,affordable_now,full_payment,2026-01-05:34078,2026-01-05,stop:event_20386,Pay ZAR 34078 today while keeping at least ZAR 27300 available.
request_223,898.7,affordable_now,full_payment,2024-09-07:898.7,2024-09-07,stop:event_20458,Pay EUR 898.7 today while keeping at least EUR 800 available.
request_224,10327000,affordable_with_plan,installments,2025-02-04:5370040|2025-03-04:5370040,2025-02-04,stop:event_20518,Use the recommended installments plan; it keeps at least IDR 22187600 available.
request_225,13422804.3,affordable_with_plan,installments,2026-07-20:7647120|2026-08-19:7647120|2026-09-18:7647120,2026-07-15,none,Use the recommended installments plan; it keeps at least IDR 17670700 available.
request_226,157000,affordable_now,full_payment,2024-12-03:157000,2024-12-03,stop:event_20723,Pay INR 157000 today while keeping at least INR 209400 available.
request_227,12861.34,not_affordable,not_recommended,none,,none,Do not proceed: no eligible plan keeps the INR 62900 minimum protected through the deadline.
request_228,0,not_affordable,not_recommended,none,,none,Do not proceed: no eligible plan keeps the IDR 26191200 minimum protected through the deadline.
request_229,476.46,affordable_with_plan,installments,2024-03-18:529.29|2024-04-18:529.29|2024-05-19:529.29,2024-05-18,none,Use the recommended installments plan; it keeps at least EUR 1000 available.
request_230,3537.6,affordable_now,full_payment,2025-08-06:3537.6,2025-08-06,stop:event_21110,Pay EUR 3537.6 today while keeping at least EUR 2000 available.
request_231,35706,affordable_with_plan,installments,2026-01-06:12378.08|2026-02-05:12378.08|2026-03-07:12378.08,2026-01-03,stop:event_21191,Use the recommended installments plan; it keeps at least ZAR 24300 available.
request_232,0,not_affordable,not_recommended,none,,none,Do not proceed: no eligible plan keeps the EUR 2400 minimum protected through the deadline.
request_233,0,not_affordable,not_recommended,none,,none,Do not proceed: no eligible plan keeps the IDR 10365700 minimum protected through the deadline.
request_234,363.33,affordable_later,wait,2026-08-14:1213.3,2026-08-14,none,"Wait until 2026-08-14, when EUR 1213.3 can be paid while keeping the EUR 700 minimum."
request_235,967.2,affordable_now,full_payment,2024-09-06:967.2,2024-09-06,stop:event_21587,Pay USD 967.2 today while keeping at least USD 700 available.
request_236,7443718.01,not_affordable,not_recommended,none,,none,Do not proceed: no eligible plan keeps the IDR 16768600 minimum protected through the deadline.
request_237,23826000,affordable_now,full_payment,2026-04-05:23826000,2026-04-05,stop:event_21790,Pay IDR 23826000 today while keeping at least IDR 22431500 available.
request_238,663.6,affordable_with_plan,installments,2024-12-07:230.05|2025-01-07:230.05|2025-02-07:230.05,2024-12-07,stop:event_21856,Use the recommended installments plan; it keeps at least USD 700 available.
request_239,98.84,not_affordable,not_recommended,none,,none,Do not proceed: no eligible plan keeps the USD 600 minimum protected through the deadline.
request_240,0,not_affordable,not_recommended,none,,none,Do not proceed: no eligible plan keeps the INR 52800 minimum protected through the deadline.
request_241,21052000,affordable_with_plan,installments,2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67,2024-03-03,stop:event_22136,Use the recommended installments plan; it keeps at least IDR 19252000 available.
request_242,0,not_affordable,not_recommended,none,,none,Do not proceed: no eligible plan keeps the EUR 600 minimum protected through the deadline.
request_243,17468,affordable_now,full_payment,2026-07-07:17468,2026-07-07,stop:event_22347,Pay ZAR 17468 today while keeping at least ZAR 19900 available.
request_244,49918,affordable_now,full_payment,2024-06-04:49918,2024-06-04,stop:event_22369,Pay ZAR 49918 today while keeping at least ZAR 45900 available.
request_245,52393.96,affordable_later,wait,2025-12-14:128500,2025-12-14,none,"Wait until 2025-12-14, when INR 128500 can be paid while keeping the INR 94600 minimum."
request_246,64086,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,stop:event_22589,Use the recommended installments plan; it keeps at least ZAR 39300 available.
request_247,1059.3,affordable_now,full_payment,2024-09-05:1059.3,2024-09-05,stop:event_22655,Pay EUR 1059.3 today while keeping at least EUR 1300 available.
request_248,892.96,not_affordable,not_recommended,none,,none,Do not proceed: no eligible plan keeps the USD 1300 minimum protected through the deadline.
request_249,199.93,not_affordable,not_recommended,none,,none,Do not proceed: no eligible plan keeps the USD 600 minimum protected through the deadline.
request_250,0,not_affordable,not_recommended,none,,none,Do not proceed: no eligible plan keeps the ZAR 35300 minimum protected through the deadline.
request_251,1200.5,not_affordable,not_recommended,none,,none,Do not proceed: no eligible plan keeps the EUR 1300 minimum protected through the deadline.
request_252,6656910.53,affordable_later,wait,2026-08-14:28082000,2026-08-14,none,"Wait until 2026-08-14, when IDR 28082000 can be paid while keeping the IDR 15152200 minimum."
request_253,1501.47,affordable_with_plan,installments,2024-03-21:984.6|2024-04-21:984.6|2024-05-22:984.6,2024-04-17,none,Use the recommended installments plan; it keeps at least EUR 2300 available.
request_254,1068.45,affordable_later,wait,2025-09-13:3535.2,2025-09-13,none,"Wait until 2025-09-13, when USD 3535.2 can be paid while keeping the USD 2500 minimum."
request_255,3345000,affordable_now,full_payment,2026-04-06:3345000,2026-04-06,none,Pay IDR 3345000 today while keeping at least IDR 9813900 available.
request_256,0,not_affordable,not_recommended,none,,none,Do not proceed: no eligible plan keeps the INR 168600 minimum protected through the deadline.
request_257,674.76,affordable_later,wait,2025-11-14:1352.4,2025-11-14,none,"Wait until 2025-11-14, when USD 1352.4 can be paid while keeping the USD 1600 minimum."
request_258,1113.6,affordable_now,full_payment,2026-01-07:1113.6,2026-01-07,stop:event_23680,Pay USD 1113.6 today while keeping at least USD 500 available.
request_259,489.86,affordable_later,wait,2024-09-14:935,2024-09-14,none,"Wait until 2024-09-14, when EUR 935 can be paid while keeping the EUR 600 minimum."
request_260,10630736.24,affordable_with_plan,partial_payment,2025-02-06:10630736.24|2025-02-15:41448263.76,2025-02-15,none,Use the recommended partial payment plan; it keeps at least IDR 20727700 available.
request_261,1830.4,affordable_now,full_payment,2026-07-03:1830.4,2026-07-03,stop:event_24042,Pay EUR 1830.4 today while keeping at least EUR 1500 available.
request_262,9236000,affordable_now,full_payment,2024-12-05:9236000,2024-12-05,stop:event_24063,Pay IDR 9236000 today while keeping at least IDR 31018500 available.
request_263,9323.96,not_affordable,not_recommended,none,,none,Do not proceed: no eligible plan keeps the ZAR 24100 minimum protected through the deadline.
request_264,26863.74,affordable_later,wait,2026-05-14:111300,2026-05-14,none,"Wait until 2026-05-14, when INR 111300 can be paid while keeping the INR 59500 minimum."
request_265,45970,affordable_now,full_payment,2024-03-06:45970,2024-03-06,stop:event_24357,Pay INR 45970 today while keeping at least INR 189700 available.
request_266,935,affordable_with_plan,installments,2025-08-03:324.13|2025-08-31:324.13|2025-09-28:324.13,2025-08-03,none,Use the recommended installments plan; it keeps at least EUR 900 available.
request_267,1787.53,affordable_with_plan,installments,2026-01-08:667.33|2026-02-07:667.33|2026-03-09:667.33,2026-01-14,none,Use the recommended installments plan; it keeps at least EUR 1500 available.
request_268,1134.52,affordable_with_plan,installments,2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22,2024-07-14,none,Use the recommended installments plan; it keeps at least EUR 1400 available.
request_269,0,not_affordable,not_recommended,none,,none,Do not proceed: no eligible plan keeps the ZAR 23100 minimum protected through the deadline.
request_270,255.68,not_affordable,not_recommended,none,,none,Do not proceed: no eligible plan keeps the USD 1400 minimum protected through the deadline.
request_271,57519.9,affordable_later,wait,2024-09-14:91300,2024-09-14,none,"Wait until 2024-09-14, when INR 91300 can be paid while keeping the INR 58200 minimum."
request_272,7123920.51,affordable_with_plan,installments,2025-02-12:4709466.67|2025-03-12:4709466.67|2025-04-09:4709466.67,2025-02-14,none,Use the recommended installments plan; it keeps at least IDR 7508600 available.
request_273,10756514.78,affordable_with_plan,installments,2026-04-07:5498480|2026-05-05:5498480|2026-06-02:5498480,2026-04-14,none,Use the recommended installments plan; it keeps at least IDR 18774600 available.
request_274,2417.71,affordable_with_plan,installments,2024-12-04:940.75|2025-01-04:940.75|2025-02-04:940.75,2024-12-15,none,Use the recommended installments plan; it keeps at least EUR 1800 available.
request_275,15884000,affordable_now,full_payment,2025-05-06:15884000,2025-05-06,stop:event_25268,Pay IDR 15884000 today while keeping at least IDR 12760100 available.
